time,accel[0],accel[1],accel[2],global_accel[0],global_accel[1],global_accel[2],global_accel_avg[0],global_accel_avg[1],global_accel_avg[2],global_vel_avg[0],global_vel_avg[1],global_vel_avg[2]
946685064.207183,0.19351160526275635,0.32418400049209595,-11.044601440429688,0.37544241547584534,0.039811953902244568,-11.044601440429688,0.35177922248840332,-0.40472692251205444,-10.479403495788574,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.2462455,0.081255801022052765,0.41209200024604797,-11.318800926208496,0.37837326526641846,0.18236227333545685,-11.318800926208496,0.3584277331829071,-0.25795462727546692,-10.689252853393555,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.285308,-0.099872097373008728,-0.027953997254371643,-10.690401077270508,-0.082305088639259338,0.063100986182689667,-10.690401077270508,0.27028116583824158,-0.193743497133255,-10.689482688903809,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.32433999,-0.11243604868650436,0.3920229971408844,-9.7827005386352539,0.24606075882911682,0.32523530721664429,-9.7827005386352539,0.26624444127082825,-0.10724703222513199,-10.538352012634277,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.363433,-0.087218023836612701,0.0710114985704422,-9.1723499298095703,0.004445207305252552,0.11238263547420502,-9.1723499298095703,0.22884455323219299,-0.075871363282203674,-10.343209266662598,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.40246499,-0.13710901141166687,0.4730057418346405,-9.7421751022338867,0.29602301120758057,0.39357805252075195,-9.7421751022338867,0.23724186420440674,-0.017190186306834221,-10.26807975769043,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.44158852,-0.11505450308322906,0.54900288581848145,-9.5585880279541016,0.37004518508911133,0.42155459523200989,-9.5585880279541016,0.25199779868125916,0.031559232622385025,-10.189247131347656,0.52753692865371704,1.8518946170806885,-84.581932067871094
946685064.472808,0.08297274261713028,0.39950144290924072,-9.3882942199707031,0.36933362483978271,0.17343170940876007,-9.3882942199707031,0.26373139023780823,0.04574647918343544,-10.109151840209961,0.62023890018463135,1.8679745197296143,-88.13531494140625
946685064.5118705,-0.22401364147663116,0.59025073051452637,-9.9441471099853516,0.33763492107391357,0.53346103429794312,-9.9441471099853516,0.33763492107391357,0.53346103429794312,-9.9441471099853516,0.62023890018463135,1.8679745197296143,-88.13531494140625
946685064.54318154,-0.56500685214996338,0.68562537431716919,-10.081073760986328,0.20924130082130432,0.86344254016876221,-10.081073760986328,0.27343809604644775,0.69845175743103027,-10.01261043548584,0.62023890018463135,1.8679745197296143,-88.13531494140625
946685064.58227456,-0.15750342607498169,0.28031268715858459,-9.9465370178222656,0.12966123223304749,0.29422864317893982,-9.9465370178222656,0.22551247477531433,0.56371068954467773,-9.9905862808227539,0.62023890018463135,1.8679745197296143,-88.13531494140625
946685064.6212455,-0.21925170719623566,0.3901563286781311,-9.3167686462402344,0.18045313656330109,0.40954846143722534,-9.3167686462402344,0.21424764394760132,0.52517014741897583,-9.8221321105957031,0.62023890018463135,1.8679745197296143,-88.13531494140625
946685064.660308,-0.12512585520744324,0.38257816433906555,-9.3298845291137695,0.230889692902565,0.32971575856208801,-9.3298845291137695,0.21757605671882629,0.48607927560806274,-9.7236824035644531,0.62023890018463135,1.8679745197296143,-88.13531494140625
